item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt,monounsaturated fatty acids,polyunsaturated fatty acids,polyols,starch,omega3,kJ,ergokalcyferol,dha
0000013921,Londa Color Farba do trwałej koloryzacji czerwień owocu granatu 6/45,drogeria,N,,,,,,,,,,,,,,,,,
0000003997,Syoss farba Mroźny Perłowy Blond 9-5 1 szt.,drogeria,N,,,,,,,,,,,,,,,,,
0000013540,Wilkinson Sword My Intuition Quattro Smooth Sensitive Maszynka jednorazowa 3 sztuki,drogeria,N,,,,,,,,,,,,,,,,,
0000005799,Dove Men+Care Classic Antyperspirant w aerozolu 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014486,Wella Wellaton Krem intensywnie koloryzujący średni brąz 4/0,drogeria,N,,,,,,,,,,,,,,,,,
0000017226,"Eveline Cosmetics XL Lip Maximizer Błyszczyk powiększający usta, nr 04 Majorca 4,5 ml",drogeria,N,,,,,,,,,,,,,,,,,
0000014449,Dove Body Love Essential Care Regenerujący krem do rąk 75 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014523,Luksja Silk Care Kremowy żel pod prysznic orzeźwiające kokos i gardenia 500 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000015829,AA Cera Wrażliwa płyn micelarny nawilżająco-kojący 400 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000015642,Bielenda Super Trio 60+ Ultra naprawczy krem przeciwzmarszczkowy dzień noc 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000016253,"Dax Sun, ochronny krem do twarzy Aging-Protect SPF 50+ 50 ml",drogeria,N,,,,,,,,,,,,,,,,,
0000014347,Adidas UEFA Best of the Best zapachowy dezodorant do ciała dla mężczyzn 75 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013504,Nivea Care Odświeżający Hydrożel Żel do twarzy 100 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014448,Nivea Rose Touch Micelarne chusteczki do demakijażu z organiczną wodą różaną 25 szt,drogeria,N,,,,,,,,,,,,,,,,,
0000011169,Soraya Kombucha Nawilżająca esencja tonizująca 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013916,Aquafresh Naturals Mint Clean Pasta do zębów 75 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014120,C-Thru Harmony Bliss Zapachowy dezodorant z atomizerem 75 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014301,L'biotica Beauty Land Nordic odżywka do włosów 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013387,Viscoplast Kraina Lodu Dekorowane plastry dla dzieci 72 mm x 25 mm 10 sztuk,drogeria,N,,,,,,,,,,,,,,,,,
0000014653,Brutal Classic Płyn po goleniu 100 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013890,Herbal Care SPA Nawilżająca kąpiel kwiatowa Mazurska Łąka z olejkiem geraniowym 400 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014184,Joanna Ultra Color Koloryzująca odżywka chłodne odcienie blond 100 g,drogeria,N,,,,,,,,,,,,,,,,,
0000014616,Wella Deluxe Dream Waves & Curls Pianka do włosów 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000011707,Eveline Cosmetics Retinol & Niacynamid Ultrabogaty krem +70 głęboko regenerujący na noc 50ml,drogeria,N,,,,,,,,,,,,,,,,,
0000011703,Eveline Cosmetics Retinol&Niacynamid Ultrabogaty krem silnie rewitalizujący na noc 50+ 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014119,C-Thru Joyful Revel Zapachowy dezodorant z atomizerem 75 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013532,Nike Urbanite Woody Lane Man Dezodorant perfumowany dla mężczyzn 75 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014419,Scholl Krem regenerujący na popękane pięty 120 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014617,Wella Deluxe Pianka wonder volume & protection 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000010853,Jordan Ultralite Sensitive Soft szczoteczka do zębów 1 szt.,drogeria,N,,,,,,,,,,,,,,,,,
0000012042,Nike Woman Sweet Blossom Dezodorant w aerozolu 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014489,Wellaton krem koloryzujący kakao 5/77,drogeria,N,,,,,,,,,,,,,,,,,
0000014603,Wella Wellaton Krem intensywnie koloryzujący burgund 4/6,drogeria,N,,,,,,,,,,,,,,,,,
0000014741,STR8 Rise Dezodorant w aerozolu 150 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014496,Wella Wellaflex 2nd Day Volume Pianka do włosów 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014581,Joanna Multi Cream Color Farba do włosów różany blond 31.5,drogeria,N,,,,,,,,,,,,,,,,,
0000014557,Nivea Creme Soft Kremowy żel pod prysznic 750 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000019566,Head & Shoulders Deep Hydration with Coconut oil Szampon przeciwłupieżowy z olejkiem kokosowym 400 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000011148,Scholl PediMask Odżywcza maska z olejkiem lawendowym 1 para,drogeria,N,,,,,,,,,,,,,,,,,
0000014452,Dove Body Love Restoring Care Krem do rąk 75 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014011,Bielenda Water Balance Intensywnie nawilżające serum-booster 30 g,drogeria,N,,,,,,,,,,,,,,,,,
0000015793,Himalaya Gum Expert Ziołowa wybielająca pasta do zębów w żelu Active White 75 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000006622,Fa żel pod prysznic Attraction Force 400 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000005285,Nivea MEN Anti Grease Męski szampon do włosów przetłuszczających się 400 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014609,Wellaton krem koloryzującybardzo jasny popielaty blond 12/1 ,drogeria,N,,,,,,,,,,,,,,,,,
0000014487,Wella Wellaton Krem intensywnie koloryzujący ciemny brąz 3/0,drogeria,N,,,,,,,,,,,,,,,,,
0000015697,Dezodorant w naturalnym spray'u Mexx Ice Touch Man 75 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014414,"Gillette Classic Pianka do golenia do skóry wrażliwej, 200 ml",drogeria,N,,,,,,,,,,,,,,,,,
0000014497,Wellaflex Fullness Volume Pianka do włosów 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014576,Joanna Multi Cream Color Farba do włosów orzechowy brąz 39,drogeria,N,,,,,,,,,,,,,,,,,
0000014180,Rexona Sexy Bouquet Antyperspirant w kulce dla kobiet 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000015632,HiPP Babysanft Sensitive Pianka-kaczuszka do mycia twarzy i rąk 250 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013314,Viscoplast Zestaw plastrów kolorowy 4 rozmiary 17 sztuk,drogeria,N,,,,,,,,,,,,,,,,,
0000014779,Nike Man Ultra Blue Dezodorant w aerozolu 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014444,Axe Wild Mojito & Cedarwood Dezodorant w aerozolu dla mężczyzn 150 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014185,Joanna Ultra Color Koloryzująca odżywka odcienie czerwieni 100 g,drogeria,N,,,,,,,,,,,,,,,,,
0000009661,Adidas Power Booster Antyperspirant w aerozolu dla mężczyzn 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014350,Wilkinson Sword HYDRO 5 Skin Protection Regular wkłady do maszynki do golenia 4 sztuki,drogeria,N,,,,,,,,,,,,,,,,,
0000013994,Energy Fresh Antyperspirant w Spray'u 150 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000018944,Gliss Split Ends Miracle Odżywka 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014295,AA Vita C Lift 50+ liftingujący krem na dzień wyrównujący koloryt 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013189,L'Oréal Paris Magic Shampoo Fresh Crush Suchy szampon 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014613,Wella Deluxe Definition & Protection Pianka do włosów 200ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014640,MARION Koloryzująca odżywka - VIOLET (purple rain) 2x 35 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000010876,Nivea Apricot & Apricot Seed Oil Kremowy żel pod prysznic 500 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014596,Wellaton Intense Farba do włosów 7/7 Miedziany Brąz 110 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014515,Luksja Hipoalergiczny żel pod prysznic olej z konopi i nagietek 500 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014179,Rexona Invisible Antyperspirant 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014742,STR8 Game Dezodorant w aerozolu 150 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014820,HiPP Babysanft Sensitive Krem przeciw odparzeniom 75 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000015831,AA Pure Derma normalizująca woda micelarna 400 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000011170,Soraya Kombucha Naturalny żel do mycia twarzy 150 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014434,Carefree Plus Normal Wkładki higieniczne świeży zapach 56 sztuk,drogeria,N,,,,,,,,,,,,,,,,,
0000013948,Wella Deluxe Bogaty olejek do włosów suchych 100 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013918,Londa Color Farba do trwałej koloryzacji jasny złoty brąz 7/73,drogeria,N,,,,,,,,,,,,,,,,,
0000013941,Nike Woman Sweet Blossom Dezodorant w kulce 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014751,STR8 żel pod prysznic 400ml Red Code,drogeria,N,,,,,,,,,,,,,,,,,
0000013389,"Viscoplast™ Plastry Kubuś i Przyjaciele, 72 mm x 25 mm, pudełko/10 szt.",drogeria,N,,,,,,,,,,,,,,,,,
0000018182,Nivea Przeciwzmarszczkowy + Modelujący krem na noc 65+ 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014740,STR8 Faith Dezodorant w aerozolu 150 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014430,Axe Ice Chill Dezodorant w sztyfcie 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014492,Wellaflex Sensual Rose Suchy szampon 180 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014748,STR8 Rise Odświeżający żel pod prysznic 400 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014177,Rexona Aloe Vera Antyperspirant 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000012970,"Pantene Pro-V Hydration SOS, Odżywka w spray'u bez spłukiwania 150 ml",drogeria,N,,,,,,,,,,,,,,,,,
0000014585,Joanna Power Men Color Cream Farba 02 Dark Brown,drogeria,N,,,,,,,,,,,,,,,,,
0000013943,Londa Color Farba do trwałej koloryzacji mokka brąz 3/75,drogeria,N,,,,,,,,,,,,,,,,,
0000016392,Always Ultra Sensitive Super Plus (rozmiar 2) Podpaski ze skrzydełkami 16 szt.,drogeria,N,,,,,,,,,,,,,,,,,
0000009640,Adidas Pro Invisible antyperspirant w kulce dla kobiet 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000005421,"Pantene Lively Color, odżywka do włosów farbowanych 200 ml",drogeria,N,,,,,,,,,,,,,,,,,
0000011923,Nivea Przeciwzmarszczkowy + Rewitalizujący krem na dzień SPF 15 55+ 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013307,Nivea 24H Nawilżenia Odświeżający krem na noc cera normalna i mieszana 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013997,Nivea Fresh Blossom Antyperspirant dla kobiet Spray 150 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014493,Wellaflex Sweet Sensation Suchy szampon 180 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013938,Nike Woman Ultra Pink Dezodorant w kulce 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014595,Wella Wellaton Intense Krem koloryzujący granatowa czerń 1/0,drogeria,N,,,,,,,,,,,,,,,,,
0000014606,Wella Wellaton Intense Krem koloryzujący ognista czerwień 6/45,drogeria,N,,,,,,,,,,,,,,,,,
0000015835,AA Flowers&Oils 55+ Ujędrnienie Krem przeciwzmarszczkowy na dzień i na noc 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014198,Joanna Ultra Color Szampon włosy czerwone i wiśniowe 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000005428,Garnier Fructis Color Resist Odżywka ochronna i nadająca blask 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000007426,NIVEA Mleczko oczyszczające cera sucha i wrażliwa 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014637,MARION Koloryzująca odżywka - PINK (bubble gum) 2x 35 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000012055,Nike Urbanite Gourmand Street Woman Dezodorant perfumowany 75 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014607,Wella Wellaton Krem intensywnie koloryzujący średni blond 7/0,drogeria,N,,,,,,,,,,,,,,,,,
0000013088,Schauma Miss Fresh Odświeżający suchy szampon do włosów przetłuszczających się 150 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014426,Rexona Men Active Protection+ Invisible Antyperspirant w sztyfcie dla mężczyzn 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014176,Rexona Men Invisible Black + White Antyperspirant 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013917,Londa Color Farba do trwałej koloryzacji jasny brąz 6/03,drogeria,N,,,,,,,,,,,,,,,,,
0000013920,Londa Color Farba do trwałej koloryzacji kolor oberżyny 3/66,drogeria,N,,,,,,,,,,,,,,,,,
0000018908,Taft Stand Up Look Żel do włosów 150 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014614,Wella Deluxe Heat Styling Lakier do włosów 250 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014513,Luksja Men Cool Odświeżający żel pod prysznic 3w1 500 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000011704,Retinol&Niacynamid Skoncentrowany krem 60+ silnie odbudowujący na dzień 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000011706,Eveline Cosmetics Retinol&Niacynamid Skoncentrowany krem multiodżywczy 70+ na dzień 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014290,AA Super Fruits&Herbs płyn do kąpieli opuncja&amarantus 750 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000015772,Bielenda Expert Czystej Skóry Izotoniczny fizjo-płyn micelarny ukojenie 400 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014835,L'Oreal Paris Ekspert Wieku Przeciwzmarszczkowy krem odbudowujący na dzień 60+ 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014365,"Blend-a-dent Complete Krem do protez o smaku original, 47 g",drogeria,N,,,,,,,,,,,,,,,,,
0000014201,Joanna Sensual Vegan Krem do depilacji ciała 100 g,drogeria,N,,,,,,,,,,,,,,,,,
0000014202,Joanna Sensual Vegan Krem do depilacji twarzy 20 g,drogeria,N,,,,,,,,,,,,,,,,,
0000015782,Bielenda Golden Placenta 50+ Liftingująco-ujędrniający krem przeciwzmarszczkowy 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014612,Wella Deluxe Shine & Restore Lakier do włosów 250ml,drogeria,N,,,,,,,,,,,,,,,,,
0000015691,Velvet Junior Nawilżany papier toaletowy 48 sztuk,drogeria,N,,,,,,,,,,,,,,,,,
0000013306,Nivea 24H Nawilżenia Odświeżający krem na dzień dla cery normalnej i mieszanej 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014553,Nivea Żel pod prysznic Rose & Almond oil 750 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014590,Joanna Pastel Color do włosów turkus 35 g,drogeria,N,,,,,,,,,,,,,,,,,
0000014778,Nike Man Ultra Green Dezodorant w aerozolu 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013935,Nike Man Aromatic Addiction Dezodorant w kulce 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014191,Joanna Ultra Color Srebrna odżywka srebrne popielate odcienie blond 200 g,drogeria,N,,,,,,,,,,,,,,,,,
0000014517,Luksja Silk Care Kremowy żel pod prysznic pielęgnujące olej arganowy i mleczko migdałowe 500 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013919,Londa Color Farba do trwałej koloryzacji średni brąz 5/0,drogeria,N,,,,,,,,,,,,,,,,,
0000011149,Scholl PediMask Nawilżająca maska z olejkiem kokosowym 1 para,drogeria,N,,,,,,,,,,,,,,,,,
0000013751,Eveline Cosmetics Revitalum Skoncentrowany zmiękczający krem-serum przeciw zrogowaceniom 75 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014785,Nike Woman Ultra Pink Dezodorant w aerozolu 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000015792,Himalaya Gum Expert Ziołowa pasta do zębów na krwawiące dziąsła Complete Care 75 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014520,Luksja Aroma Senses Żel pod prysznic odprężające peonia i bergamotka 500 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014519,Luksja Aroma Senses Żel pod prysznic pobudzające lotos i biała herbata 500 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014744,STR8 Live True Odświeżający żel pod prysznic 400 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000015781,Bielenda Golden Placenta 40+ Nawilżająco-wygładzający krem przeciwzmarszczkowy 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014784,Nike Woman #TrendyPink Dezodorant w aerozolu 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000004849,Gliss Color Perfector Odżywka 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013996,Nivea Fresh Citrus Antyperspirant Spray 150ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014610,Wella Wellaton Krem intensywnie koloryzujący rozświetlony blond 9/0,drogeria,N,,,,,,,,,,,,,,,,,
0000015583,"bruno banani Man’s Best dezodorant w sprayu dla mężczyzn, 75 ml",drogeria,N,,,,,,,,,,,,,,,,,
0000014494,Wellaflex Wild berry Suchy szampon 180 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000018943,Gliss Supreme Length Odżywka 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014197,Joanna Ultra Color Szampon włosy brązowe i kasztanowe 200 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000009200,Always Ultra Super Plus podpaski higieniczne 16 szt.,drogeria,N,,,,,,,,,,,,,,,,,
0000014447,Dove Men Plus Care Clean Comfort żel pod prysznic 400 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000012056,Nike Urbanite Oriental Avenue Woman Dezodorant perfumowany 75 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014354,Wilkinson Sword Intuition Complete Wkłady do maszynki do golenia 3 szt.,drogeria,N,,,,,,,,,,,,,,,,,
0000018180,Nivea Przeciwzmarszczkowy + Rewitalizujący krem na noc 55+ 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014413,"Gillette Classic Pianka do golenia Lime dla mężczyzn, zapach limonki, 200 ml",drogeria,N,,,,,,,,,,,,,,,,,
0000014425,Rexona Invisible Pure Antyperspirant w sztyfcie dla kobiet 40 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014554,Nivea ŻEL POD Prysznic Orange & Avocado OIL 750 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014753,STR8 Game Odświeżający żel pod prysznic 400 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014749,STR8 Freak Odświeżający żel pod prysznic 400 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000013942,Listerine Naturals Teeth Protection Płyn do płukania jamy ustnej 500 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014344,Lactacyd Fresh Chusteczki do higieny intymnej 15 sztuk,drogeria,N,,,,,,,,,,,,,,,,,
0000014174,Rexona Men Cobalt Dry Antyperspirant 50 ml,drogeria,N,,,,,,,,,,,,,,,,,
0000014435,Scholl Dwustronna tarka do usuwania zrogowaceń,drogeria,N,,,,,,,,,,,,,,,,,
0000000247,Kraina Mięs Filet z piersi kurczaka kg,mieso,N,,,,,,,,,,,,,,,,,
0000005215,Kraina Wędlin Nature Parówki z szynki 250 g,mieso,Y,w porcji 100 g,277 kcal,24 g,9.6 g,1.3 g,0.6 g,,14 g,1.8 g,,,,,,,,
0000004237,Kraina Mięs Mięso z uda kurczaka świeże klasa A 500 g,mieso,N,,,,,,,,,,,,,,,,,
0000001641,Kraina Mięs Mięso mielone z łopatki wieprzowej 500 g,mieso,Y,w porcji 100 g,175 kcal,11 g,4.7 g,0.5 g,0.5 g,,18 g,0.15 g,,,,,,,,
0000003307,Kraina Mięs Mięso mielone wołowe 400 g,mieso,N,,,,,,,,,,,,,,,,,
0000007829,Gusto Bello Mix Włoskich Salami 100 g,mieso,Y,w porcji 100 g,358 kcal,28 g,9.8 g,0.5 g,0.5 g,0 g,26 g,4.2 g,,,,,,,,
0000000956,"Kraina Mięs Schab bez kości kotlety wieprzowe, 360 g",mieso,N,,,,,,,,,,,,,,,,,
0000001818,Marinero Łosoś Atlantycki filet świeży kg,mieso,N,,,,,,,,,,,,,,,,,
0000005438,Gusto Bello Prosciutto Cotto 100 g,mieso,Y,w porcji 100 g,129 kcal,5 g,2.2 g,1 g,1 g,0 g,20 g,2.1 g,,,,,,,,
0000005214,Kraina Wędlin Nature Schab wędzony plastry 100 g,mieso,Y,w porcji 100 g,133 kcal,4.5 g,1.7 g,1.2 g,0.6 g,,21 g,2.4 g,,,,,,,,
0000007296,"Kraina Mięs Mięso mielone z łopatki wieprzowej i wołowiny, 400 g",mieso,Y,w porcji 100 g,193 kcal,13 g,5 g,0.9 g,0.5 g,,18 g,0.1 g,,,,,,,,
0000005323,Kraina Wędlin Nature Salami plastry 80 g,mieso,Y,w porcji 100 g,364 kcal,31 g,13 g,0.5 g,0.5 g,,21 g,3.5 g,,,,,,,,
0000003304,"Kraina Mięs Zestaw rosołowy z indyka, świeży (część korpusu, skrzydło, szyja)",mieso,N,,,,,,,,,,,,,,,,,
0000006449,Biedronka Polędwica wiejska sądecka tradycyjna 100 g,mieso,Y,w porcji 100 g,155 kcal,5 g,3.4 g,0.5 g,0.5 g,,27 g,1.8 g,,,,,,,,
0000006454,Tarczyński Kabanosy Exclusive paluszki drobiowe z wieprzowiną 95 g,mieso,Y,w porcji 100 g,492 kcal,42 g,11 g,4.6 g,2.1 g,,23 g,3.1 g,,,,,,,,
0000004717,Marinero Łosoś plastry wędzony na zimno 100 g,mieso,Y,w porcji 100 g,175 kcal,11 g,1.5 g,0.1 g,0.1 g,0 g,19 g,2.9 g,,,,,,,,
0000005213,Kraina Wędlin Nature Szynka wędzona plastry 100 g,mieso,Y,w porcji 100 g,114 kcal,3 g,1.2 g,1.1 g,0.6 g,,20 g,2.3 g,,,,,,,,
0000007826,Morliny Boczek wędzony plastry 150 g,mieso,Y,w porcji 100 g,334 kcal,31 g,12 g,0.7 g,0 g,,13 g,2 g,,,,,,,,
0000001656,Kraina Wędlin Select Kiełbasa myśliwska 270 g,mieso,Y,w porcji 100 g,304 kcal,21 g,7 g,0.7 g,0.5 g,,28 g,3 g,,,,,,,,
0000006509,Biedronka Karczek sądecki tradycyjny 100 g,mieso,Y,w porcji 100 g,254 kcal,19 g,8.3 g,0.5 g,0.5 g,,22 g,2.1 g,,,,,,,,
0000008636,Kraina Wędlin Szynka z beskidzkiej wędzarni 150 g,mieso,Y,w porcji 100 g,95 kcal,2.6 g,1.1 g,0 g,0 g,0 g,18 g,2.5 g,,,,,,,,
0000006448,Biedronka Szynka swojska sądecka tradycyjna 100 g,mieso,Y,w porcji 100 g,137 kcal,3.7 g,1.4 g,0.5 g,0.5 g,,26 g,1.8 g,,,,,,,,
0000002346,Kraina Mięs Mięso na gulasz z szynki wieprzowej 500 g,mieso,N,,,,,,,,,,,,,,,,,
0000008637,Kraina Wędlin Schab z beskidzkiej wędzarni 150 g,mieso,Y,w porcji 100 g,95 kcal,2.5 g,1.1 g,0 g,0 g,0 g,18 g,2.5 g,,,,,,,,
0000004910,"Kraina Mięs Mięso na kotlety z fileta z piersi indyka, 400 g",mieso,Y,w porcji 100 g,123 kcal,3.7 g,0.5 g,0.5 g,0.5 g,,22 g,0.9 g,,,,,,,,
0000004111,Kraina Wędlin Boczek surowy wędzony plastry 100 g,mieso,Y,w porcji 100 g,274 kcal,23 g,9.2 g,0.6 g,0.5 g,,16 g,2.1 g,,,,,,,,
0000007278,Tarczyński Exclusive Kabanosy drobiowe z wieprzowiną 105 g,mieso,Y,w porcji 100 g,542 kcal,47 g,17 g,3.4 g,1.3 g,,25 g,2.1 g,,,,,,,,
0000006058,Dolina Dobra Mięso mielone z szynki wieprzowej 400 g,mieso,Y,w porcji 100 g,145 kcal,7 g,4 g,0.2 g,0.2 g,,20 g,0.2 g,,,,,,,,
0000003845,Sokołów Sokoliki Produkt drobiowy z cielęciną 140 g,mieso,Y,w porcji 100 g,186 kcal,13 g,4 g,1.7 g,0.5 g,,15.5 g,1.7 g,,,,,,,,
0000004065,Kraina Mięs Tatar wołowy 200 g,mieso,Y,w porcji 100 g,121 kcal,5.4 g,2.2 g,0.5 g,0.5 g,,17 g,2.4 g,,,,,,,,
0000000952,Kraina Wędlin Szynka konserwowa plastry 200 g,mieso,Y,w porcji 100 g,99 kcal,2 g,0.8 g,1.3 g,1.1 g,,19 g,2.2 g,,,,,,,,
0000004654,Kraina Mięs Polędwiczki z piersi kurczaka świeże klasa A 400 g,mieso,N,,,,,,,,,,,,,,,,,
0000004696,Drobimex Pierś pieczona 100 g,mieso,Y,w porcji 100 g,113 kcal,2 g,0.7 g,1.8 g,1.8 g,,22 g,2.5 g,,,,,,,,
0000001310,Marinero Łosoś Norweski wędzony plastry 150 g,mieso,Y,w porcji 100 g,175 kcal,11 g,1.5 g,0.1 g,0.1 g,,19 g,2.9 g,,,,,,,,
0000004681,Krakus Szynka eksportowa wieprzowa 120 g,mieso,Y,w porcji 100 g,98 kcal,1.6 g,0.6 g,2 g,1.9 g,,19 g,2.5 g,,,,,,,,
0000000958,"Mięso mielone z szynki wieprzowej, 500 g",mieso,Y,w porcji 100 g,140 kcal,6 g,2 g,1.5 g,0.5 g,,20 g,0.1 g,,,,,,,,
0000005019,Kraina Wędlin Select Kiełbasa żywiecka z szynki plastry 100 g,mieso,Y,w porcji 100 g,212 kcal,10 g,4.8 g,3.3 g,0.8 g,2.6 g,26 g,2.4 g,,,,,,,,
0000006453,Tarczyński Kabanosy Exclusive paluszki wieprzowe 95 g,mieso,Y,w porcji 100 g,498 kcal,42 g,17 g,6.7 g,2.7 g,,22 g,2.8 g,,,,,,,,
0000002243,Marinero Łosoś wędzony na gorąco z pieprzem 125 g,mieso,Y,w porcji 100 g,195 kcal,11 g,2 g,0 g,0 g,,24 g,1.7 g,,,,,,,,
0000002207,"Sokołów Salami w obsypce nuss, 100 g",mieso,Y,w porcji 100 g,425 kcal,37 g,15 g,4 g,1 g,,19 g,3.7 g,,,,,,,,
0000006059,Dolina Dobra Filet ze schabu wieprzowego 300 g,mieso,N,,,,,,,,,,,,,,,,,
0000007874,El Toro Rojo Szynka Serrano 80g,mieso,Y,w porcji 100 g,232 kcal,12 g,4 g,1 g,0.5 g,,30 g,5 g,,,,,,,,
